id,التاريخ,مدخل: ticker,مدخل: stockName,مدخل: companyType,مدخل: growth5yr,مدخل: growthPerp,مدخل: discountRate,مدخل: currentPe,مدخل: sectorPe,مدخل: dividends,مدخل: bookValue,مدخل: bondYield,مدخل: currentPrice,مدخل: fairPb,مدخل: scenario,مدخل: debtRatio,مدخل: liquidityRatio,مدخل: earningsQuality,مدخل: betaMain,مدخل: perplexityEval,مدخل: notes,مدخل: eps,مدخل: fcf,مدخل: netDebt,مدخل: bvps,مدخل: bankRoe,مدخل: bankCurrentPb,مدخل: bankFairPb,مدخل: bankEps,مدخل: bankCurrentPe,مدخل: bankFairPe,مدخل: bankDps,مدخل: bankPayout,مدخل: cet1,مدخل: npl,مدخل: provCoverage,مدخل: ldr,مدخل: nav,مدخل: totalUnits,مدخل: ffo,مدخل: pffoMultiple,مدخل: capRate,مدخل: totalDebt,مدخل: costOfEquity,مدخل: riskFree,مدخل: marketReturn,مدخل: anchorModel,مدخل: decision,مدخل: execPrice,مدخل: fcfBasis,مدخل: noNetDebt,مدخل: noi,مدخل: noTotalDebt,مدخل: normEps,مدخل: normFcf,نتيجة: fairValueRange,نتيجة: fairValueDetail,نتيجة: fairValueAvg,نتيجة: marginText,نتيجة: models,نتيجة: fairValueArithmeticAvg,نتيجة: fairValueMin,نتيجة: fairValueMax,نتيجة: dispersionCV,نتيجة: modelsInAvg,نتيجة: fairValueUnreliable,نتيجة: anchorModel,نتيجة: marginDual,نتيجة: sustainFail,نتيجة: sustainReasons,نتيجة: sustainWatch,نتيجة: bookFloor
1750000019000,٣١‏/١٢‏/٢٠٢٥، ١٢:٠٠:٠٠ ص,2284,المطاحن الحديثة,normal,1.0,2.5,9.0,,16,2.0,,4.7,,,realistic,109.6,,,,,"تقييم تاريخي رجعي للسنة المالية 2025 — مستخرج من ARCHIVE_2284.md (القوائم الأولية للربع الأول). ⚙️ ربحية السهم مقدّرة: ربح الربع الأول 65,644,922 × 4 ÷ 81,013,680 سهم. القرض طويل الأجل 646,912,281. إجمالي الموجودات 1,237,104,345. ⚠️ القوائم السنوية الكاملة غير متاحة في الأرشيف — التقدير من الربع الأول فقط (م.19 ⚙️). ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب (م.20).",3.24,,7.99,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,,,,,,,,,,,,,,,,,,,
1700000030000,٣١‏/١٢‏/٢٠٢١، ١٢:٠٠:٠٠ ص,2310,سبكيم العالمية,cyclical,3,2.5,10.0,,14,2.25,20.06,2.8,,3.09,realistic,68.0,,24.6,,,"تقييم تاريخي رجعي للسنة المالية 2021 — مبني على ملفات تداول الرسمية عبر DATA_2310.md. عدد الأسهم 727,094 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 14,585,149. نسبة التوزيع 45.6%. م.35: EPS مطبَّع 2.3 و FCF مطبَّع 3.58 عبر الدورة. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",-1.19,6.21,6.59,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,2.3,3.58,,,,,,,,,,,,,,,,,
1700000031000,٣١‏/١٢‏/٢٠٢٢، ١٢:٠٠:٠٠ ص,2310,سبكيم العالمية,cyclical,0.4,2.5,10.0,,14,3.25,21.81,4.2,,2.33,realistic,48.5,,22.7,,,"تقييم تاريخي رجعي للسنة المالية 2022 — مبني على ملفات تداول الرسمية عبر DATA_2310.md. عدد الأسهم 724,857 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 15,807,264. نسبة التوزيع 65.6%. م.35: EPS مطبَّع 2.3 و FCF مطبَّع 3.58 عبر الدورة. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",-1.19,6.53,4.21,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,2.3,3.58,,,,,,,,,,,,,,,,,
1700000032000,٣١‏/١٢‏/٢٠٢٣، ١٢:٠٠:٠٠ ص,2310,سبكيم العالمية,cyclical,-5,2.5,10.0,,14,2.0,21.47,4.6,,0.84,realistic,41.5,,7.5,,,"تقييم تاريخي رجعي للسنة المالية 2023 — مبني على ملفات تداول الرسمية عبر DATA_2310.md. عدد الأسهم 725,305 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 15,569,230. نسبة التوزيع 123.4%. م.35: EPS مطبَّع 2.3 و FCF مطبَّع 3.58 عبر الدورة. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",-1.19,2.22,3.05,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,2.3,3.58,,,,,,,,,,,,,,,,,
1700000033000,٣١‏/١٢‏/٢٠٢٤، ١٢:٠٠:٠٠ ص,2310,سبكيم العالمية,cyclical,-5,2.5,10.0,,14,2.01,42.2,4.9,,0.52,realistic,38.3,,2.8,,,"تقييم تاريخي رجعي للسنة المالية 2024 — مبني على ملفات تداول الرسمية عبر DATA_2310.md. عدد الأسهم 361,135 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 15,239,202. نسبة التوزيع 170.2%. م.35: EPS مطبَّع 2.3 و FCF مطبَّع 3.58 عبر الدورة. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",-1.19,1.98,4.89,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,2.3,3.58,,,,,,,,,,,,,,,,,
1700000034000,٣١‏/١٢‏/٢٠٢٥، ١٢:٠٠:٠٠ ص,2310,سبكيم العالمية,cyclical,3,2.5,10.0,,14,1.0,18.85,4.7,,0.5,realistic,49.0,,-6.3,,,"تقييم تاريخي رجعي للسنة المالية 2025 — مبني على ملفات تداول الرسمية عبر DATA_2310.md. عدد الأسهم 723,075 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 13,632,363. م.35: EPS مطبَّع 2.3 و FCF مطبَّع 3.58 عبر الدورة. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",-1.19,0.96,2.95,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,2.3,3.58,,,,,,,,,,,,,,,,,
1700000035000,٣١‏/١٢‏/٢٠٢١، ١٢:٠٠:٠٠ ص,3030,أسمنت السعودية,cyclical,3,2.5,10.0,,15,3.5,15.91,2.8,,1.52,realistic,39.4,,13.6,,,"تقييم تاريخي رجعي للسنة المالية 2021 — مبني على ملفات تداول الرسمية عبر DATA_3030.md. عدد الأسهم 152,959 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 2,433,292. نسبة التوزيع 161.3%. م.35: EPS مطبَّع 2.48 و FCF مطبَّع 3.26 عبر الدورة. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",2.38,3.78,2.29,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,2.48,3.26,,,,,,,,,,,,,,,,,
1700000036000,٣١‏/١٢‏/٢٠٢٢، ١٢:٠٠:٠٠ ص,3030,أسمنت السعودية,cyclical,12,2.5,10.0,,15,3.43,15.01,4.2,,,realistic,42.9,,17.4,,,"تقييم تاريخي رجعي للسنة المالية 2022 — مبني على ملفات تداول الرسمية عبر DATA_3030.md. عدد الأسهم 152,811 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 2,292,962. نسبة التوزيع 131.4%. م.35: EPS مطبَّع 2.48 و FCF مطبَّع 3.26 عبر الدورة. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",2.38,3.71,2.13,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,2.48,3.26,,,,,,,,,,,,,,,,,
1700000037000,٣١‏/١٢‏/٢٠٢٣، ١٢:٠٠:٠٠ ص,3030,أسمنت السعودية,cyclical,-4.6,2.5,10.0,,15,,14.11,4.6,,1.52,realistic,48.8,,17.6,,,"تقييم تاريخي رجعي للسنة المالية 2023 — مبني على ملفات تداول الرسمية عبر DATA_3030.md. عدد الأسهم 153,023 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 2,159,311. م.35: EPS مطبَّع 2.48 و FCF مطبَّع 3.26 عبر الدورة. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",2.38,2.95,2.61,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,2.48,3.26,,,,,,,,,,,,,,,,,
1700000038000,٣١‏/١٢‏/٢٠٢٤، ١٢:٠٠:٠٠ ص,3030,أسمنت السعودية,cyclical,10.8,2.5,10.0,,15,,14.66,4.9,,,realistic,40.0,,18.8,,,"تقييم تاريخي رجعي للسنة المالية 2024 — مبني على ملفات تداول الرسمية عبر DATA_3030.md. عدد الأسهم 152,853 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 2,240,513. م.35: EPS مطبَّع 2.48 و FCF مطبَّع 3.26 عبر الدورة. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",2.38,3.25,1.67,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,2.48,3.26,,,,,,,,,,,,,,,,,
1700000039000,٣١‏/١٢‏/٢٠٢٥، ١٢:٠٠:٠٠ ص,3030,أسمنت السعودية,cyclical,-5,2.5,10.0,,15,,14.53,4.7,,1.43,realistic,38.8,,16.4,,,"تقييم تاريخي رجعي للسنة المالية 2025 — مبني على ملفات تداول الرسمية عبر DATA_3030.md. عدد الأسهم 152,808 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 2,219,855. م.35: EPS مطبَّع 2.48 و FCF مطبَّع 3.26 عبر الدورة. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",2.38,2.6,1.24,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,2.48,3.26,,,,,,,,,,,,,,,,,
1700000040000,٣١‏/١٢‏/٢٠٢١، ١٢:٠٠:٠٠ ص,3040,أسمنت القصيم,cyclical,3,2.5,10.0,,15,372199.31,1735574.43,2.8,,1.97,realistic,16.4,,16.8,,,"تقييم تاريخي رجعي للسنة المالية 2021 — مبني على ملفات تداول الرسمية عبر DATA_3040.md. عدد الأسهم 1 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 1,735,573. نسبة التوزيع 127.5%. م.35: EPS مطبَّع 84478.35 و FCF مطبَّع 81117.25 عبر الدورة. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",2.37,394784.32,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,true,,,84478.35,81117.25,,,,,,,,,,,,,,,,,
1700000041000,٣١‏/١٢‏/٢٠٢٢، ١٢:٠٠:٠٠ ص,3040,أسمنت القصيم,cyclical,-5,2.5,10.0,,15,204797.31,1664771.39,4.2,,0.86,realistic,15.7,,7.8,,,"تقييم تاريخي رجعي للسنة المالية 2022 — مبني على ملفات تداول الرسمية عبر DATA_3040.md. عدد الأسهم 1 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 1,664,777. نسبة التوزيع 156.9%. م.35: EPS مطبَّع 84478.35 و FCF مطبَّع 81117.25 عبر الدورة. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",2.37,10799.96,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,true,,,84478.35,81117.25,,,,,,,,,,,,,,,,,
1700000042000,٣١‏/١٢‏/٢٠٢٣، ١٢:٠٠:٠٠ ص,3040,أسمنت القصيم,cyclical,-5,2.5,10.0,,15,2.57,17.58,4.6,,0.93,realistic,14.3,,9.0,,,"تقييم تاريخي رجعي للسنة المالية 2023 — مبني على ملفات تداول الرسمية عبر DATA_3040.md. عدد الأسهم 89,855 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 1,579,301. نسبة التوزيع 162.4%. م.35: EPS مطبَّع 84478.35 و FCF مطبَّع 81117.25 عبر الدورة. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",2.37,-0.26,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,true,,,84478.35,81117.25,,,,,,,,,,,,,,,,,
1700000043000,٣١‏/١٢‏/٢٠٢٤، ١٢:٠٠:٠٠ ص,3040,أسمنت القصيم,cyclical,12,2.5,10.0,,15,2.73,27.33,4.9,,,realistic,13.5,,10.9,,,"تقييم تاريخي رجعي للسنة المالية 2024 — مبني على ملفات تداول الرسمية عبر DATA_3040.md. عدد الأسهم 101,124 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 2,764,004. نسبة التوزيع 91.7%. م.35: EPS مطبَّع 84478.35 و FCF مطبَّع 81117.25 عبر الدورة. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",2.37,2.54,0.62,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,84478.35,81117.25,,,,,,,,,,,,,,,,,
1700000044000,٣١‏/١٢‏/٢٠٢٥، ١٢:٠٠:٠٠ ص,3040,أسمنت القصيم,cyclical,-5,2.5,10.0,,15,3.19,24.23,4.7,,0.99,realistic,17.4,,9.8,,,"تقييم تاريخي رجعي للسنة المالية 2025 — مبني على ملفات تداول الرسمية عبر DATA_3040.md. عدد الأسهم 109,676 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 2,657,768. نسبة التوزيع 134.6%. م.35: EPS مطبَّع 84478.35 و FCF مطبَّع 81117.25 عبر الدورة. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",2.37,-0.32,1.54,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,84478.35,81117.25,,,,,,,,,,,,,,,,,
1700000045000,٣١‏/١٢‏/٢٠٢١، ١٢:٠٠:٠٠ ص,4001,أسواق ع العثيم,normal,3,2.5,9.0,,16,4.99,15.18,2.8,,3.16,realistic,272.5,,21.9,,,"تقييم تاريخي رجعي للسنة المالية 2021 — مبني على ملفات تداول الرسمية عبر DATA_4001.md. عدد الأسهم 90,126 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 1,368,352. نسبة التوزيع 149.9%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",0.28,7.57,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,true,,,,,,,,,,,,,,,,,,,,,
1700000046000,٣١‏/١٢‏/٢٠٢٢، ١٢:٠٠:٠٠ ص,4001,أسواق ع العثيم,normal,12,2.5,9.0,,16,11.47,15.64,4.2,,,realistic,306.0,,76.7,,,"تقييم تاريخي رجعي للسنة المالية 2022 — مبني على ملفات تداول الرسمية عبر DATA_4001.md. عدد الأسهم 90,003 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 1,407,201. نسبة التوزيع 95.6%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",0.28,16.18,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,true,,,,,,,,,,,,,,,,,,,,,
1700000047000,٣١‏/١٢‏/٢٠٢٣، ١٢:٠٠:٠٠ ص,4001,أسواق ع العثيم,normal,-5,2.5,9.0,,16,0.57,1.5,4.6,,2.93,realistic,345.4,,36.0,,,"تقييم تاريخي رجعي للسنة المالية 2023 — مبني على ملفات تداول الرسمية عبر DATA_4001.md. عدد الأسهم 902,804 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 1,355,141. نسبة التوزيع 106.2%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",0.28,0.37,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,true,,,,,,,,,,,,,,,,,,,,,
1700000048000,٣١‏/١٢‏/٢٠٢٤، ١٢:٠٠:٠٠ ص,4001,أسواق ع العثيم,normal,7.4,2.5,9.0,,16,0.6,1.48,4.9,,5.0,realistic,426.3,,39.3,,,"تقييم تاريخي رجعي للسنة المالية 2024 — مبني على ملفات تداول الرسمية عبر DATA_4001.md. عدد الأسهم 901,872 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 1,330,585. نسبة التوزيع 103.2%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",0.28,0.39,0.35,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,,,,,,,,,,,,,,,,,,,
1700000049000,٣١‏/١٢‏/٢٠٢٥، ١٢:٠٠:٠٠ ص,4001,أسواق ع العثيم,normal,-5,2.5,9.0,,16,0.46,1.37,4.7,,1.81,realistic,527.0,,20.4,,,"تقييم تاريخي رجعي للسنة المالية 2025 — مبني على ملفات تداول الرسمية عبر DATA_4001.md. عدد الأسهم 893,204 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 1,226,653. نسبة التوزيع 165.5%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",0.28,0.49,0.67,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,,,,,,,,,,,,,,,,,,,
1700000050000,٣١‏/١٢‏/٢٠٢٠، ١٢:٠٠:٠٠ ص,4002,المواساة,normal,3,2.5,9.0,,20,2.0,22.78,2.4,,3.36,realistic,60.1,,23.2,,,"تقييم تاريخي رجعي للسنة المالية 2020 — مبني على ملفات تداول الرسمية عبر DATA_4002.md. عدد الأسهم 100,029,741 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 2,279,138,199. نسبة التوزيع 37.9%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",,2.51,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,true,,,,,,,,,,,,,,,,,,,,,
1700000051000,٣١‏/١٢‏/٢٠٢١، ١٢:٠٠:٠٠ ص,4002,المواساة,normal,9.5,2.5,9.0,,20,2.5,26.03,2.8,,,realistic,55.9,,22.2,,,"تقييم تاريخي رجعي للسنة المالية 2021 — مبني على ملفات تداول الرسمية عبر DATA_4002.md. عدد الأسهم 100,027,916 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 2,604,190,031. نسبة التوزيع 43.2%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",,3.56,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,true,,,,,,,,,,,,,,,,,,,,,
1700000052000,٣١‏/١٢‏/٢٠٢٢، ١٢:٠٠:٠٠ ص,4002,المواساة,normal,-5,2.5,9.0,,20,1.38,14.63,4.2,,1.82,realistic,59.5,,20.5,,,"تقييم تاريخي رجعي للسنة المالية 2022 — مبني على ملفات تداول الرسمية عبر DATA_4002.md. عدد الأسهم 199,768,420 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 2,922,846,424. نسبة التوزيع 45.9%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",,2.07,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,true,,,,,,,,,,,,,,,,,,,,,
1700000053000,٣١‏/١٢‏/٢٠٢٣، ١٢:٠٠:٠٠ ص,4002,المواساة,normal,9.7,2.5,9.0,,20,1.5,16.39,4.6,,,realistic,51.5,,20.1,,,"تقييم تاريخي رجعي للسنة المالية 2023 — مبني على ملفات تداول الرسمية عبر DATA_4002.md. عدد الأسهم 199,905,139 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 3,277,056,004. نسبة التوزيع 45.6%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",,2.68,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,true,,,,,,,,,,,,,,,,,,,,,
1700000054000,٣١‏/١٢‏/٢٠٢٤، ١٢:٠٠:٠٠ ص,4002,المواساة,normal,-1.8,2.5,9.0,,20,1.69,17.21,4.9,,1.9,realistic,51.4,,18.8,,,"تقييم تاريخي رجعي للسنة المالية 2024 — مبني على ملفات تداول الرسمية عبر DATA_4002.md. عدد الأسهم 207,309,646 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 3,568,337,934. نسبة التوزيع 52.3%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",,3.99,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,true,,,,,,,,,,,,,,,,,,,,,
1700000055000,٣١‏/١٢‏/٢٠٢١، ١٢:٠٠:٠٠ ص,4164,النهدي,normal,3,2.5,9.0,,15,9.69,12.33,2.8,,5.0,realistic,167.3,,50.7,,,"تقييم تاريخي رجعي للسنة المالية 2021 — مبني على ملفات تداول الرسمية عبر DATA_4164.md. عدد الأسهم 130,004,580 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 1,603,595,499. نسبة التوزيع 155.1%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",6.39,8.09,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,true,,,,,,,,,,,,,,,,,,,,,
1700000056000,٣١‏/١٢‏/٢٠٢٢، ١٢:٠٠:٠٠ ص,4164,النهدي,normal,9.3,2.5,9.0,,15,2.31,17.26,4.2,,,realistic,120.4,,39.6,,,"تقييم تاريخي رجعي للسنة المالية 2022 — مبني على ملفات تداول الرسمية عبر DATA_4164.md. عدد الأسهم 129,987,088 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 2,243,384,177. نسبة التوزيع 33.8%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",6.39,10.91,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,true,,,,,,,,,,,,,,,,,,,,,
1700000057000,٣١‏/١٢‏/٢٠٢٣، ١٢:٠٠:٠٠ ص,4164,النهدي,normal,0.6,2.5,9.0,,15,5.5,18.95,4.6,,4.24,realistic,118.1,,36.2,,,"تقييم تاريخي رجعي للسنة المالية 2023 — مبني على ملفات تداول الرسمية عبر DATA_4164.md. عدد الأسهم 129,929,860 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 2,462,755,979. نسبة التوزيع 80.1%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",6.39,7.81,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,true,,,,,,,,,,,,,,,,,,,,,
1700000058000,٣١‏/١٢‏/٢٠٢٤، ١٢:٠٠:٠٠ ص,4164,النهدي,normal,-5,2.5,9.0,,15,5.5,19.88,4.9,,2.62,realistic,138.7,,31.7,,,"تقييم تاريخي رجعي للسنة المالية 2024 — مبني على ملفات تداول الرسمية عبر DATA_4164.md. عدد الأسهم 130,067,135 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 2,586,102,848. نسبة التوزيع 87.1%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",6.39,8.86,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,true,,,,,,,,,,,,,,,,,,,,,
1700000059000,٣١‏/١٢‏/٢٠٢٥، ١٢:٠٠:٠٠ ص,4164,النهدي,normal,1.3,2.5,9.0,,15,5.6,21.1,4.7,,3.75,realistic,143.9,,30.3,,,"تقييم تاريخي رجعي للسنة المالية 2025 — مبني على ملفات تداول الرسمية عبر DATA_4164.md. عدد الأسهم 130,005,878 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 2,743,538,365. نسبة التوزيع 87.6%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",6.39,5.74,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,true,,,,,,,,,,,,,,,,,,,,,
1700000060000,٣١‏/١٢‏/٢٠٢٠، ١٢:٠٠:٠٠ ص,4190,جرير,normal,3,2.5,9.0,,18,7.7,14.38,2.4,,5.0,realistic,131.8,,58.1,,,"تقييم تاريخي رجعي للسنة المالية 2020 — مبني على ملفات تداول الرسمية عبر DATA_4190.md. عدد الأسهم 119,974 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 1,725,189. نسبة التوزيع 92.1%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",0.87,10.98,0.83,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,false,,,,,,,,,,,,,,,,,,,,,
1700000061000,٣١‏/١٢‏/٢٠٢١، ١٢:٠٠:٠٠ ص,4190,جرير,normal,-1.1,2.5,9.0,,18,7.9,14.75,2.8,,5.0,realistic,132.4,,56.1,,,"تقييم تاريخي رجعي للسنة المالية 2021 — مبني على ملفات تداول الرسمية عبر DATA_4190.md. عدد الأسهم 119,934 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 1,769,034. نسبة التوزيع 95.6%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",0.87,11.32,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,true,,,,,,,,,,,,,,,,,,,,,
1700000062000,٣١‏/١٢‏/٢٠٢٢، ١٢:٠٠:٠٠ ص,4190,جرير,normal,-2.3,2.5,9.0,,18,7.7,15.01,4.2,,4.97,realistic,136.3,,53.8,,,"تقييم تاريخي رجعي للسنة المالية 2022 — مبني على ملفات تداول الرسمية عبر DATA_4190.md. عدد الأسهم 120,020 (مشتق من الربح ÷ الربحية، محصّن ضد وحدات التقريب). حقوق الملكية 1,801,533. نسبة التوزيع 95.3%. ⚠️ السعر السوقي التاريخي غير متاح — هامش الأمان لا يُحتسب لهذا السجل (م.20).",0.87,7.9,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,fcff,true,,,,,,,,,,,,,,,,,,,,,
